Type,Title,Content,Sender_brand,Topic_category,Suspicion_level,LLM_likeness,Language_style,Phishing_technique,Is_Phishing,Model_Source,Text
SMS,Brak,Allegro Lokalnie: Ktos poprosil o znizke na Twoj przedmiot. Zaakceptuj nowa cene i otrzymuj platnosc Blik na telefon: [allegro-lokalnie-oferta.com/83M](https://www.google.com/search?q=https://allegro-lokalnie-oferta.com/83M),Allegro,Payment / refund,5,2,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] SMS
[SENDER] Allegro
[TITLE] Brak
[CONTENT] Allegro Lokalnie: Ktos poprosil o znizke na Twoj przedmiot. Zaakceptuj nowa cene i otrzymuj platnosc Blik na telefon: [allegro-lokalnie-oferta.com/83M](https://www.google.com/search?q=https://allegro-lokalnie-oferta.com/83M)"
SMS,Brak,"X-KOM: Dziwne logowanie na Twoje konto z miasta: Bydgoszcz. Jesli to wlamanie, natychmiast zabezpiecz swoje dane: [x-kom-security-check.com/lock/92M1](https://www.google.com/search?q=https://x-kom-security-check.com/lock/92M1)",x-kom,Login / verification,5,3,rushed-marketing,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] x-kom
[TITLE] Brak
[CONTENT] X-KOM: Dziwne logowanie na Twoje konto z miasta: Bydgoszcz. Jesli to wlamanie, natychmiast zabezpiecz swoje dane: [x-kom-security-check.com/lock/92M1](https://www.google.com/search?q=https://x-kom-security-check.com/lock/92M1)"
SMS,Brak,Paczka nadana przez: mBank. Wymagana weryfikacja odbiorcy przesylki. Podaj kod PIN z SMS na stronie przewoznika: mbank-przesylki-weryfikacja.eu/id/102K,mBank,Parcel tracking,4,4,formal-corporate,spear-phishing personalized,True,gemini_3,"[TYPE] SMS
[SENDER] mBank
[TITLE] Brak
[CONTENT] Paczka nadana przez: mBank. Wymagana weryfikacja odbiorcy przesylki. Podaj kod PIN z SMS na stronie przewoznika: mbank-przesylki-weryfikacja.eu/id/102K"
SMS,Brak,Odbierz zwrot prowizji Allegro. Z powodu bledu technicznego pobralismy za duzo srodkow. Wyplac je na swoja karte: allegro-zwroty24.pl/wyplata/38M2,Allegro,Payment / refund,5,3,formal-corporate,fake refund / overpayment,True,gemini_3,"[TYPE] SMS
[SENDER] Allegro
[TITLE] Brak
[CONTENT] Odbierz zwrot prowizji Allegro. Z powodu bledu technicznego pobralismy za duzo srodkow. Wyplac je na swoja karte: allegro-zwroty24.pl/wyplata/38M2"
SMS,Brak,Przesylka nr 8392M21P0 od: Media Expert czeka na oplacenie cla 4.50 PLN. Tylko oplacone paczki ruszaja w dalsza droge: [mediaexpert-dostawa.com/pay/47M1](https://www.google.com/search?q=https://mediaexpert-dostawa.com/pay/47M1),Media Expert,Parcel tracking,4,2,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] SMS
[SENDER] Media Expert
[TITLE] Brak
[CONTENT] Przesylka nr 8392M21P0 od: Media Expert czeka na oplacenie cla 4.50 PLN. Tylko oplacone paczki ruszaja w dalsza droge: [mediaexpert-dostawa.com/pay/47M1](https://www.google.com/search?q=https://mediaexpert-dostawa.com/pay/47M1)"
SMS,Brak,"ING: Uwaga! Blokada operacji wychodzacych. Skontaktuj sie z biurem bezpieczenstwa przez link, aby potwierdzic tozsamosc: [ing-pl-biuro-alert.com/help/19M](https://www.google.com/search?q=https://ing-pl-biuro-alert.com/help/19M)",ING,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] ING
[TITLE] Brak
[CONTENT] ING: Uwaga! Blokada operacji wychodzacych. Skontaktuj sie z biurem bezpieczenstwa przez link, aby potwierdzic tozsamosc: [ing-pl-biuro-alert.com/help/19M](https://www.google.com/search?q=https://ing-pl-biuro-alert.com/help/19M)"
SMS,Brak,"Twoja przesylka 9382P2M1 utknela. Brak numeru bloku w adresie. Uzyj linku i popraw dane, aby nie stracic zamowienia: poczta-polska-korekta.net/fix/492K",Poczta Polska,Parcel tracking,3,2,rushed-marketing,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] Poczta Polska
[TITLE] Brak
[CONTENT] Twoja przesylka 9382P2M1 utknela. Brak numeru bloku w adresie. Uzyj linku i popraw dane, aby nie stracic zamowienia: poczta-polska-korekta.net/fix/492K"
SMS,Brak,"PZU: Weryfikacja polisy majatkowej. Potwierdz dane nieruchomosci, aby utrzymac ciaglosc ubezpieczenia od zalania: [pzu-weryfikacja-danych.com/dom/102M](https://www.google.com/search?q=https://pzu-weryfikacja-danych.com/dom/102M)",PZU,Insurance,4,4,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] PZU
[TITLE] Brak
[CONTENT] PZU: Weryfikacja polisy majatkowej. Potwierdz dane nieruchomosci, aby utrzymac ciaglosc ubezpieczenia od zalania: [pzu-weryfikacja-danych.com/dom/102M](https://www.google.com/search?q=https://pzu-weryfikacja-danych.com/dom/102M)"
SMS,Brak,Empik Premium: Twoje konto wygasa. Przedluz darmowy miesiac testowy klikajac tutaj: [empik-premium-start.com/free/83K2](https://www.google.com/search?q=https://empik-premium-start.com/free/83K2) . Oferta wazna 1h.,Empik,Subscription renewal,4,3,rushed-marketing,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] Empik
[TITLE] Brak
[CONTENT] Empik Premium: Twoje konto wygasa. Przedluz darmowy miesiac testowy klikajac tutaj: [empik-premium-start.com/free/83K2](https://www.google.com/search?q=https://empik-premium-start.com/free/83K2) . Oferta wazna 1h."
SMS,Brak,Zablokowane konto Vinted. Kupujacy zglosil oszustwo. Wyjasnij sprawe z Centrum Pomocy w ciagu 12h: vinted-bezpieczenstwo-spor.pl/ticket/48M1,Inny,Account block warning,5,2,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Zablokowane konto Vinted. Kupujacy zglosil oszustwo. Wyjasnij sprawe z Centrum Pomocy w ciagu 12h: vinted-bezpieczenstwo-spor.pl/ticket/48M1"
SMS,Brak,URZAD: Nieodebrane pismo urzedowe czeka na ePUAP. Brak odbioru grozi grzywna administracyjna. Odbierz natychmiast: epuap-gov-powiadomienie.pl/inbox/29M,US,US/ZUS notification,5,2,official-bureaucratic,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] US
[TITLE] Brak
[CONTENT] URZAD: Nieodebrane pismo urzedowe czeka na ePUAP. Brak odbioru grozi grzywna administracyjna. Odbierz natychmiast: epuap-gov-powiadomienie.pl/inbox/29M"
SMS,Brak,Kupujacy zaplacil za przesylke OLX. Kliknij zeby wpisac dane karty do przelewu i zamowic etykiete kurierska: [olx-pl-dostawy24.com/odbior/102M3](https://www.google.com/search?q=https://olx-pl-dostawy24.com/odbior/102M3),OLX,Payment / refund,5,2,with grammatical errors,fake payment demand,True,gemini_3,"[TYPE] SMS
[SENDER] OLX
[TITLE] Brak
[CONTENT] Kupujacy zaplacil za przesylke OLX. Kliknij zeby wpisac dane karty do przelewu i zamowic etykiete kurierska: [olx-pl-dostawy24.com/odbior/102M3](https://www.google.com/search?q=https://olx-pl-dostawy24.com/odbior/102M3)"
SMS,Brak,Twoja paczka InPost 6839K4P2L1 czeka w Paczkomacie KRA21B. Kod odbioru: 4819. Paczka dostepna do jutra do 18:30. InPost.,InPost,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] Twoja paczka InPost 6839K4P2L1 czeka w Paczkomacie KRA21B. Kod odbioru: 4819. Paczka dostepna do jutra do 18:30. InPost."
SMS,Brak,Kod do odbioru paczki Pocztex nr 0048392019 to 8312. Paczka czeka w Zabce przy ul. Polnej 12. Odbierz ja podajac ten kod kasjerowi. Poczta Polska.,Poczta Polska,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Poczta Polska
[TITLE] Brak
[CONTENT] Kod do odbioru paczki Pocztex nr 0048392019 to 8312. Paczka czeka w Zabce przy ul. Polnej 12. Odbierz ja podajac ten kod kasjerowi. Poczta Polska."
SMS,Brak,"mBank: Kod autoryzacji do przelewu na kwote 550,00 PLN to 1948. Odbiorca: Jan N. Jezeli nie zlecales tej operacji, zadzwon na mLinię.",mBank,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] mBank
[TITLE] Brak
[CONTENT] mBank: Kod autoryzacji do przelewu na kwote 550,00 PLN to 1948. Odbiorca: Jan N. Jezeli nie zlecales tej operacji, zadzwon na mLinię."
SMS,Brak,Allegro: Sprzedales przedmiot w ofercie 1238491028. Spakuj paczke. Etykieta nadawcza zostala wyslana na Twoj adres e-mail. Dziekujemy!,Allegro,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Allegro
[TITLE] Brak
[CONTENT] Allegro: Sprzedales przedmiot w ofercie 1238491028. Spakuj paczke. Etykieta nadawcza zostala wyslana na Twoj adres e-mail. Dziekujemy!"
SMS,Brak,"PKO BP: Potwierdzenie splaty raty kredytu hipotecznego za styczen. Kwota 2340,50 PLN zostala pobrana z rachunku glownego. Saldo do splaty 145000 PLN.",PKO BP,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] PKO BP
[TITLE] Brak
[CONTENT] PKO BP: Potwierdzenie splaty raty kredytu hipotecznego za styczen. Kwota 2340,50 PLN zostala pobrana z rachunku glownego. Saldo do splaty 145000 PLN."
SMS,Brak,DPD: Kurier Piotr doreczy dzisiaj przesylke 83921029384 miedzy 14 a 16. Mozesz zmienic date dostawy: https://www.google.com/search?q=dpd.com.pl/z/394M1K,DPD,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] DPD
[TITLE] Brak
[CONTENT] DPD: Kurier Piotr doreczy dzisiaj przesylke 83921029384 miedzy 14 a 16. Mozesz zmienic date dostawy: https://www.google.com/search?q=dpd.com.pl/z/394M1K"
SMS,Brak,Twoja polisa ubezpieczeniowa Allianz wygasa 31.01.2025. Prosimy o kontakt ze swoim agentem lub odnowienie polisy w portalu mojeAllianz. Pozdrawiamy.,Allianz,Insurance,1,2,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Allianz
[TITLE] Brak
[CONTENT] Twoja polisa ubezpieczeniowa Allianz wygasa 31.01.2025. Prosimy o kontakt ze swoim agentem lub odnowienie polisy w portalu mojeAllianz. Pozdrawiamy."
SMS,Brak,ePUAP: Twoj nowy profil zaufany zostal pomyslnie potwierdzony. Data waznosci: 2028-01-20. Mozesz juz korzystac z e-Uslug rzadowych.,ePUAP,Data / certificate update,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] SMS
[SENDER] ePUAP
[TITLE] Brak
[CONTENT] ePUAP: Twoj nowy profil zaufany zostal pomyslnie potwierdzony. Data waznosci: 2028-01-20. Mozesz juz korzystac z e-Uslug rzadowych."
SMS,Brak,Pekao: Limit Twojej karty kredytowej zostal podwyzszony o 1000 PLN zgodnie z dyspozycja nr 83921. Zyczymy udanych zakupow!,Pekao,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Pekao
[TITLE] Brak
[CONTENT] Pekao: Limit Twojej karty kredytowej zostal podwyzszony o 1000 PLN zgodnie z dyspozycja nr 83921. Zyczymy udanych zakupow!"
SMS,Brak,"Kod jednorazowy do logowania na platforme XTB: 5638. Pamietaj, aby wprowadzac kod tylko na oficjalnej stronie brokera.",XTB,Login / verification,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] XTB
[TITLE] Brak
[CONTENT] Kod jednorazowy do logowania na platforme XTB: 5638. Pamietaj, aby wprowadzac kod tylko na oficjalnej stronie brokera."
SMS,Brak,"Orange: Informujemy, ze Twoja usluga Swiatlowod zostala aktywowana. Zyczymy stabilnego polaczenia. W razie pytan, aplikacja Moj Orange sluzy pomoca.",Orange,Data / certificate update,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Orange
[TITLE] Brak
[CONTENT] Orange: Informujemy, ze Twoja usluga Swiatlowod zostala aktywowana. Zyczymy stabilnego polaczenia. W razie pytan, aplikacja Moj Orange sluzy pomoca."
SMS,Brak,Media Expert: Twoje zamowienie nr ZAM-8392019483 gotowe do odbioru. Sklep w Galerii Baltyckiej czynny do 21:00. Kod: 6039. Do zobaczenia!,Media Expert,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Media Expert
[TITLE] Brak
[CONTENT] Media Expert: Twoje zamowienie nr ZAM-8392019483 gotowe do odbioru. Sklep w Galerii Baltyckiej czynny do 21:00. Kod: 6039. Do zobaczenia!"
SMS,Brak,DHL: Oczekuj kuriera. Przesylka 3829104839 bedzie u Ciebie jutro. Kod PIN do bezkontaktowego odbioru paczki to 2741. Sledz: dhl.pl/s/83M1,DHL,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] DHL
[TITLE] Brak
[CONTENT] DHL: Oczekuj kuriera. Przesylka 3829104839 bedzie u Ciebie jutro. Kod PIN do bezkontaktowego odbioru paczki to 2741. Sledz: dhl.pl/s/83M1"
SMS,Brak,ZUS: Przypominamy o terminie platnosci skladek za styczen 2025. Termin uplywa 20 lutego. Informacje w profilu PUE.,ZUS,US/ZUS notification,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] SMS
[SENDER] ZUS
[TITLE] Brak
[CONTENT] ZUS: Przypominamy o terminie platnosci skladek za styczen 2025. Termin uplywa 20 lutego. Informacje w profilu PUE."
SMS,Brak,Twoja rezerwacja biletow w EmpikBilety nr 839201 zostala oplacona. Bilety wyslane na adres mailowy. Milej zabawy na wydarzeniu!,Empik,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Empik
[TITLE] Brak
[CONTENT] Twoja rezerwacja biletow w EmpikBilety nr 839201 zostala oplacona. Bilety wyslane na adres mailowy. Milej zabawy na wydarzeniu!"
SMS,Brak,Trading 212: Twoja wyplata srodkow w kwocie 1500 PLN zostala zrealizowana. Pieniadze powinny byc na Twoim koncie bankowym w ciagu 2 dni roboczych.,Trading 212,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Trading 212
[TITLE] Brak
[CONTENT] Trading 212: Twoja wyplata srodkow w kwocie 1500 PLN zostala zrealizowana. Pieniadze powinny byc na Twoim koncie bankowym w ciagu 2 dni roboczych."
SMS,Brak,T-Mobile: Faktura za numer 600123456 wystawiona. Kwota: 65.00 PLN. Termin: 10.02.2025. Numer konta w aplikacji Mój T-Mobile.,T-Mobile,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] T-Mobile
[TITLE] Brak
[CONTENT] T-Mobile: Faktura za numer 600123456 wystawiona. Kwota: 65.00 PLN. Termin: 10.02.2025. Numer konta w aplikacji Mój T-Mobile."
SMS,Brak,"mBank: Zrealizowano zlecenie stale za rachunki. Kwota 250,30 PLN. Biezace saldo na rachunku to 3450,12 PLN.",mBank,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] mBank
[TITLE] Brak
[CONTENT] mBank: Zrealizowano zlecenie stale za rachunki. Kwota 250,30 PLN. Biezace saldo na rachunku to 3450,12 PLN."
SMS,Brak,Paczka nadana! RTV Euro AGD przekazalo towar kurierowi InPost. Numer przesylki: 1Z39482910. Spodziewana dostawa w ciagu 24 godzin.,RTV Euro AGD,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] RTV Euro AGD
[TITLE] Brak
[CONTENT] Paczka nadana! RTV Euro AGD przekazalo towar kurierowi InPost. Numer przesylki: 1Z39482910. Spodziewana dostawa w ciagu 24 godzin."
E-mail,Wazne: Zmiana numeru rachunku bankowego ZUS,"Szanowny Platniku, informujemy, ze w zwiazku z modernizacja naszych systemow teleinformatycznych oraz wdrozeniem dyrektyw unijnych dotyczacych bezpieczenstwa transakcji rzadowych, Twoj indywidualny numer rachunku skladkowego w ZUS ulegl trwalej zmianie. Od dnia dzisiejszego wszystkie wplaty z tytulu ubezpieczen spolecznych, zdrowotnych oraz Funduszu Pracy musza byc kierowane wylacznie na nowy, zaktualizowany numer konta bankowego, aby uniknac zaksięgowania srodkow na koncie technicznym i naliczenia odsetek karnych za zwloke. Aby poznac swoj nowy, dedykowany numer rachunku do wplat skladek, musisz niezwlocznie zalogowac sie do systemu PUE ZUS, korzystajac z oficjalnego i zabezpieczonego lacza autoryzacyjnego: zus-pue-nowe-konto.pl/logowanie/83M1K4 . Brak uregulowania naleznych skladek na wlasciwy rachunek w obowiazujacym terminie spowoduje automatyczne wstrzymanie wyplaty swiadczen zasilek chorobowych dla pracownikow i moze skutkowac wszczeciem postepowania egzekucyjnego przez naczelnika urzedu skarbowego. Prosimy o natychmiastowe zaktualizowanie danych w swoich systemach ksiegowo-kadrowych.",ZUS,US/ZUS notification,5,4,official-bureaucratic,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] ZUS
[TITLE] Wazne: Zmiana numeru rachunku bankowego ZUS
[CONTENT] Szanowny Platniku, informujemy, ze w zwiazku z modernizacja naszych systemow teleinformatycznych oraz wdrozeniem dyrektyw unijnych dotyczacych bezpieczenstwa transakcji rzadowych, Twoj indywidualny numer rachunku skladkowego w ZUS ulegl trwalej zmianie. Od dnia dzisiejszego wszystkie wplaty z tytulu ubezpieczen spolecznych, zdrowotnych oraz Funduszu Pracy musza byc kierowane wylacznie na nowy, zaktualizowany numer konta bankowego, aby uniknac zaksięgowania srodkow na koncie technicznym i naliczenia odsetek karnych za zwloke. Aby poznac swoj nowy, dedykowany numer rachunku do wplat skladek, musisz niezwlocznie zalogowac sie do systemu PUE ZUS, korzystajac z oficjalnego i zabezpieczonego lacza autoryzacyjnego: zus-pue-nowe-konto.pl/logowanie/83M1K4 . Brak uregulowania naleznych skladek na wlasciwy rachunek w obowiazujacym terminie spowoduje automatyczne wstrzymanie wyplaty swiadczen zasilek chorobowych dla pracownikow i moze skutkowac wszczeciem postepowania egzekucyjnego przez naczelnika urzedu skarbowego. Prosimy o natychmiastowe zaktualizowanie danych w swoich systemach ksiegowo-kadrowych."
E-mail,Zwrot podwojnie pobranej oplaty kurierskiej,"Witaj, nasz system ksiegowy DPD wykryl podczas rutynowego audytu, ze dla Twojego ostatniego zamowienia numer 202501-483921 nieslusznie naliczono i pobrano podwojna oplate za przesylke pobraniowa w wysokosci 18,50 PLN. Zgodnie z nasza polityka dbania o satysfakcje klienta, chcemy jak najszybciej zwrocic Ci te srodki bezposrednio na Twoje konto bankowe lub karte platnicza, jednak do finalizacji tego procesu potrzebujemy Twojego potwierdzenia danych transakcyjnych. Prosimy o przejscie na nasza bezpieczna strone obslugi zwrotow i wypelnienie krotkiego formularza z numerem karty, na ktora mamy przelac nalezna kwote: dpd-kurier-zwroty24.net/reklamacja/83M2 . Link ten bedzie aktywny tylko przez najblizsze 48 godzin, po czym kwota przepadnie na rzecz ogolnego funduszu logistycznego i proces reklamacyjny bedzie musial byc inicjowany manualnie poprzez pismo sadowe. Dziekujemy za korzystanie z uslug DPD i przepraszamy za ten niezamierzony blad techniczny.",DPD,Payment / refund,4,4,formal-corporate,fake refund / overpayment,True,gemini_3,"[TYPE] E-mail
[SENDER] DPD
[TITLE] Zwrot podwojnie pobranej oplaty kurierskiej
[CONTENT] Witaj, nasz system ksiegowy DPD wykryl podczas rutynowego audytu, ze dla Twojego ostatniego zamowienia numer 202501-483921 nieslusznie naliczono i pobrano podwojna oplate za przesylke pobraniowa w wysokosci 18,50 PLN. Zgodnie z nasza polityka dbania o satysfakcje klienta, chcemy jak najszybciej zwrocic Ci te srodki bezposrednio na Twoje konto bankowe lub karte platnicza, jednak do finalizacji tego procesu potrzebujemy Twojego potwierdzenia danych transakcyjnych. Prosimy o przejscie na nasza bezpieczna strone obslugi zwrotow i wypelnienie krotkiego formularza z numerem karty, na ktora mamy przelac nalezna kwote: dpd-kurier-zwroty24.net/reklamacja/83M2 . Link ten bedzie aktywny tylko przez najblizsze 48 godzin, po czym kwota przepadnie na rzecz ogolnego funduszu logistycznego i proces reklamacyjny bedzie musial byc inicjowany manualnie poprzez pismo sadowe. Dziekujemy za korzystanie z uslug DPD i przepraszamy za ten niezamierzony blad techniczny."
E-mail,Tymczasowa blokada konta bankowego - wymagana reakcja,"Drogi Kliencie, dzial bezpieczenstwa ING Banku Slaskiego zauwazyl nietypowy wzorzec transakcji na Twoim rachunku w dniu dzisiejszym, polegajacy na probie jednoczesnego wykonania trzech przelewow zagranicznych na wysokie kwoty, co uruchomilo nasz system antyfraudowy. Ze wzgledu na wysokie ryzyko przejecia Twoich danych logowania przez osoby trzecie, podjelismy decyzje o prewencyjnym i tymczasowym zablokowaniu mozliwosci wykonywania operacji wychodzacych, zarowno w aplikacji mobilnej, jak i bankowosci internetowej Moje ING. Aby odzyskac pelna kontrole nad swoimi srodkami i udowodnic, ze to Ty byles inicjatorem tych dzialan, musisz przejsc weryfikacje tozsamosci poprzez nasz dedykowany portal bezpieczenstwa: [ing-pl-odblokuj-rachunek.com/start/492M1](https://www.google.com/search?q=https://ing-pl-odblokuj-rachunek.com/start/492M1) . Jesli nie potwierdzisz swojej tozsamosci w ciagu 24 godzin, rachunek zostanie zablokowany bezterminowo, a sprawa zostanie zgloszona do organow scigania w celu dalszego wyjasnienia. Twoje bezpieczenstwo jest dla nas priorytetem, dlatego prosimy o szybkie i odpowiedzialne dzialanie w tej sprawie.",ING,Account block warning,5,4,formal-corporate,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] ING
[TITLE] Tymczasowa blokada konta bankowego - wymagana reakcja
[CONTENT] Drogi Kliencie, dzial bezpieczenstwa ING Banku Slaskiego zauwazyl nietypowy wzorzec transakcji na Twoim rachunku w dniu dzisiejszym, polegajacy na probie jednoczesnego wykonania trzech przelewow zagranicznych na wysokie kwoty, co uruchomilo nasz system antyfraudowy. Ze wzgledu na wysokie ryzyko przejecia Twoich danych logowania przez osoby trzecie, podjelismy decyzje o prewencyjnym i tymczasowym zablokowaniu mozliwosci wykonywania operacji wychodzacych, zarowno w aplikacji mobilnej, jak i bankowosci internetowej Moje ING. Aby odzyskac pelna kontrole nad swoimi srodkami i udowodnic, ze to Ty byles inicjatorem tych dzialan, musisz przejsc weryfikacje tozsamosci poprzez nasz dedykowany portal bezpieczenstwa: [ing-pl-odblokuj-rachunek.com/start/492M1](https://www.google.com/search?q=https://ing-pl-odblokuj-rachunek.com/start/492M1) . Jesli nie potwierdzisz swojej tozsamosci w ciagu 24 godzin, rachunek zostanie zablokowany bezterminowo, a sprawa zostanie zgloszona do organow scigania w celu dalszego wyjasnienia. Twoje bezpieczenstwo jest dla nas priorytetem, dlatego prosimy o szybkie i odpowiedzialne dzialanie w tej sprawie."
E-mail,Twoje konto Allegro jest zagrozonych trwalym usunieciem,"Szanowny Uzytkowniku, nasz system monitorowania naruszen praw autorskich otrzymal kilka powaznych zgloszen dotyczacych ofert wystawionych na Twoim koncie Allegro, ktore rzekomo zawieraja nieoryginalne zdjecia produktow lub podrabiane znaki towarowe znanych marek. Takie dzialania sa surowo zabronione przez Regulamin naszego serwisu i stanowia naruszenie obowiazujacego prawa, co zmusza nas do podjecia natychmiastowych krokow zapobiegawczych w celu ochrony spolecznosci kupujacych. Aby uniknac trwalego usuniecia konta oraz zgloszenia sprawy na policje, musisz niezwlocznie przeslac nam wyjasnienia oraz oryginalne faktury zakupu towarow, korzystajac z formularza odwolawczego w Centrum Sporow: allegro-pomoc-bezpieczenstwo.pl/spor/102M3 . Zapewniamy, ze kazde zgloszenie jest rozpatrywane indywidualnie przez naszych konsultantow, a brak odpowiedzi w ciagu 12 godzin bedzie rownoznaczny z przyznaniem sie do winy i ostateczna blokada srodkow znajdujacych sie w Allegro Finanse. Dzialaj szybko, aby utrzymac swoja sprzedaz na najwyzszym poziomie i nie stracic wypracowanych komentarzy.",Allegro,Account block warning,4,4,formal-corporate,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] Allegro
[TITLE] Twoje konto Allegro jest zagrozonych trwalym usunieciem
[CONTENT] Szanowny Uzytkowniku, nasz system monitorowania naruszen praw autorskich otrzymal kilka powaznych zgloszen dotyczacych ofert wystawionych na Twoim koncie Allegro, ktore rzekomo zawieraja nieoryginalne zdjecia produktow lub podrabiane znaki towarowe znanych marek. Takie dzialania sa surowo zabronione przez Regulamin naszego serwisu i stanowia naruszenie obowiazujacego prawa, co zmusza nas do podjecia natychmiastowych krokow zapobiegawczych w celu ochrony spolecznosci kupujacych. Aby uniknac trwalego usuniecia konta oraz zgloszenia sprawy na policje, musisz niezwlocznie przeslac nam wyjasnienia oraz oryginalne faktury zakupu towarow, korzystajac z formularza odwolawczego w Centrum Sporow: allegro-pomoc-bezpieczenstwo.pl/spor/102M3 . Zapewniamy, ze kazde zgloszenie jest rozpatrywane indywidualnie przez naszych konsultantow, a brak odpowiedzi w ciagu 12 godzin bedzie rownoznaczny z przyznaniem sie do winy i ostateczna blokada srodkow znajdujacych sie w Allegro Finanse. Dzialaj szybko, aby utrzymac swoja sprzedaz na najwyzszym poziomie i nie stracic wypracowanych komentarzy."
E-mail,Niedoplata podatku od nieruchomosci - pilne wezwanie,"Urzad Skarbowy informuje, ze podczas analizy Twojej kartoteki podatkowej wykryto zaleglosc w podatku od czynnosci cywilnoprawnych (PCC) zwiazana z zakupem samochodu lub nieruchomosci w ubieglym roku obrachunkowym. Zalegla kwota wynosi 134,50 PLN i nie zostala uregulowana w ustawowym terminie, co spowodowalo automatyczne naliczenie dodatkowych odsetek karnych oraz skierowanie sprawy do dzialu windykacji skarbowej. W celu unikniecia zajecia rachunku bankowego przez poborce skarbowego, prosimy o natychmiastowe uregulowanie naleznej kwoty za posrednictwem autoryzowanej i szyfrowanej bramki platnosci Ministerstwa Finansow: podatki-gov-zaleglosc.net/pay/93M1K . Ostrzegamy, ze brak wplaty do godziny 23:59 w dniu dzisiejszym spowoduje wszczecie postepowania karno-skarbowego, wpis do rejestru dluznikow oraz obciazenie podatnika kosztami sadowymi. Ta wiadomosc jest ostatecznym przedsadowym wezwaniem do zaplaty generowanym automatycznie przez system, prosimy na nia nie odpowiadac.",US,US/ZUS notification,5,4,official-bureaucratic,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] US
[TITLE] Niedoplata podatku od nieruchomosci - pilne wezwanie
[CONTENT] Urzad Skarbowy informuje, ze podczas analizy Twojej kartoteki podatkowej wykryto zaleglosc w podatku od czynnosci cywilnoprawnych (PCC) zwiazana z zakupem samochodu lub nieruchomosci w ubieglym roku obrachunkowym. Zalegla kwota wynosi 134,50 PLN i nie zostala uregulowana w ustawowym terminie, co spowodowalo automatyczne naliczenie dodatkowych odsetek karnych oraz skierowanie sprawy do dzialu windykacji skarbowej. W celu unikniecia zajecia rachunku bankowego przez poborce skarbowego, prosimy o natychmiastowe uregulowanie naleznej kwoty za posrednictwem autoryzowanej i szyfrowanej bramki platnosci Ministerstwa Finansow: podatki-gov-zaleglosc.net/pay/93M1K . Ostrzegamy, ze brak wplaty do godziny 23:59 w dniu dzisiejszym spowoduje wszczecie postepowania karno-skarbowego, wpis do rejestru dluznikow oraz obciazenie podatnika kosztami sadowymi. Ta wiadomosc jest ostatecznym przedsadowym wezwaniem do zaplaty generowanym automatycznie przez system, prosimy na nia nie odpowiadac."
